symbol, companyName, marketCap, sector, industry, beta, price, lastAnnualDividend, volume, exchange, exchangeShortName, country, isEtf, isFund, isActivelyTrading
"CWGFX","American Funds Capital World Growth & Income Fund Class F-1 Shs","123078909675","Financial Services","Asset Management - Income","0.99","64.58","1.074","0","NASDAQ","NASDAQ","null","false","true","true",
"CWIAX","American Funds Capital World Growth and Income Fund Class 529-A","123077713373","Financial Services","Asset Management - Income","0.99","64.47","1.0899999999999999","0","NASDAQ","NASDAQ","null","false","true","true",
"RWICX","American Funds Capital World Growth and Income Fund Class R-3","123074979384","Financial Services","Asset Management - Income","0.99","64.22","0.926","0","NASDAQ","NASDAQ","null","false","true","true",
"BUD","Anheuser-Busch InBev SA/NV","122933118292","Consumer Defensive","Beverages - Alcoholic","0.987","60.7","0.87","1023522","New York Stock Exchange","NYSE","BE","false","false","true",
"C","Citigroup Inc.","122781912800","Financial Services","Banks - Diversified","1.451","64.37","2.15","10510936","New York Stock Exchange","NYSE","US","false","false","true",
"SAN.PA","Sanofi","122365510574","Healthcare","Drug Manufacturers - General","0.408","97.49","3.76","2592218","Paris","EURONEXT","FR","false","false","true",
"IFAFX","The Income Fund of America, Class F-1 Shares","121329049505","Financial Services","Asset Management - Income","0.88","24.58","0.8410000000000001","0","NASDAQ","NASDAQ","null","false","true","true",
"FIFAX","American Funds Income Fund of Amer F3","121328206430","null","null","0.88","24.65","0.9299999999999999","0","Nasdaq","NASDAQ","null","false","true","true",
"RIDGX","American Funds The Income Fund of America","121327846568","Financial Services","Asset Management - Income","0.89","24.68","0.9299999999999999","0","NASDAQ","NASDAQ","null","false","true","true",
"SU.PA","Schneider Electric S.E.","121227458585","Industrials","Industrial - Machinery","0.979","216.05","3.5","1281311","Paris","EURONEXT","FR","false","false","true",
"AMECX","American Funds The Income Fund of America Class A","121032884213","Financial Services","Asset Management - Income","0.89","24.67","0.8570000000000001","0","NASDAQ","NASDAQ","US","false","true","true",
"ELV","Elevance Health Inc.","119196360580","Healthcare","Medical - Healthcare Plans","0.847","514.03","6.52","942401","New York Stock Exchange","NYSE","US","false","false","true",
"MU","Micron Technology, Inc.","119144858000","Technology","Semiconductors","1.179","107.45","0.46","28957330","NASDAQ Global Select","NASDAQ","US","false","false","true",
"SCHW","The Charles Schwab Corporation","117727027200","Financial Services","Financial - Capital Markets","0.986","66.24","1","9856704","New York Stock Exchange","NYSE","US","false","false","true",
"ETN","Eaton Corporation plc","117093424000","Industrials","Industrial - Machinery","1.011","292.88","3.76","5244684","New York Stock Exchange","NYSE","IE","false","false","true",
"LRCX","Lam Research Corporation","115590732920","Technology","Semiconductors","1.491","884.12","8","1930527","NASDAQ Global Select","NASDAQ","US","false","false","true",
"REGN","Regeneron Pharmaceuticals, Inc.","115323077730","Healthcare","Biotechnology","0.128","1064.19","0","523636","NASDAQ Global Select","NASDAQ","US","false","false","true",
"ABI.BR","Anheuser-Busch InBev SA/NV","114053116351","Consumer Defensive","Beverages - Alcoholic","0.987","55.86","0.82","943329","Brussels","EURONEXT","BE","false","false","true",
"BA","The Boeing Company","113462447550","Industrials","Aerospace & Defense","1.562","184.35","0","5397546","New York Stock Exchange","NYSE","US","false","false","true",
"VWELX","Vanguard Wellington Fund","112613338136","Financial Services","Asset Management","0.97","44.2","0.723","0","NASDAQ","NASDAQ","US","false","true","true",
"VWENX","Vanguard Wellington Fund Admiral Shares","112607936417","Financial Services","Asset Management","0.97","76.32","1.291","0","NASDAQ","NASDAQ","US","false","true","true",
"PLD","Prologis, Inc.","111499392920","Real Estate","REIT - Industrial","1.073","120.43","3.84","3401715","New York Stock Exchange","NYSE","US","false","false","true",
"ADI","Analog Devices, Inc.","109624259640","Technology","Semiconductors","1.082","220.92","3.68","5109843","NASDAQ Global Select","NASDAQ","US","false","false","true",
"DOXGX","Dodge & Cox Stock X","109506181792","","","0.85","261.73","1.76","0","Nasdaq","NASDAQ","null","false","true","true",
"BSX","Boston Scientific Corporation","109175566800","Healthcare","Medical - Devices","0.786","74.26","0","10940459","New York Stock Exchange","NYSE","US","false","false","true",
"CDI.PA","Christian Dior SE","109058488188","Consumer Cyclical","Luxury Goods","1.055","604.5","13","7521","Paris","EURONEXT","FR","false","false","true",
"UPS","United Parcel Service, Inc.","108711641018","Industrials","Integrated Freight & Logistics","0.975","127.08","6.52","6371470","New York Stock Exchange","NYSE","US","false","false","true",
"SIA.BR","Siemens Aktiengesellschaft","108303572695","Industrials","Industrial - Machinery","1.147522","136.72","4.25","400","Brussels","EURONEXT","DE","false","false","false",
"NKE","NIKE, Inc.","107790643573","Consumer Cyclical","Apparel - Footwear & Accessories","1.009","71.41","1.48","12541928","New York Stock Exchange","NYSE","US","false","false","true",
"RIO","Rio Tinto Group","107544872816","Basic Materials","Industrial Materials","0.635","64.33","4.35","2413926","New York Stock Exchange","NYSE","GB","false","false","true",
"ENB.TO","Enbridge Inc.","107227972450","Energy","Oil & Gas Midstream","0.9","50.25","3.66","5052725","Toronto Stock Exchange","TSX","CA","false","false","true",
"MMC","Marsh & McLennan Companies, Inc.","106248801360","Financial Services","Insurance - Brokers","0.932","216.06","3.26","1792405","New York Stock Exchange","NYSE","US","false","false","true",
"CB","Chubb Limited","106229618210","Financial Services","Insurance - Property & Casualty","0.668","261.61","3.64","1159894","New York Stock Exchange","NYSE","CH","false","false","true",
"VSMAX","Vanguard Small Cap Index Fd Admiral Shs","105332188668","","","1.05","109.3","0.868","0","NASDAQ","NASDAQ","null","false","true","true",
"VSCIX","Vanguard Small-Cap Index Fund Institutional Shares","105322553327","Financial Services","Asset Management","1.05","109.29","0.957951","0","NASDAQ","NASDAQ","US","false","true","true",
"BN.TO","Brookfield Corporation","105216439200","Financial Services","Asset Management","1.707","64.04","0.44","2650403","Toronto Stock Exchange","TSX","CA","false","false","true",
"DE","Deere & Company","105182313300","Industrials","Agricultural - Machinery","0.94","381.69","5.88","1240816","New York Stock Exchange","NYSE","US","false","false","true",
"SHOP.TO","Shopify Inc.","104601298207","Technology","Software - Application","2.293","82.2","0","1636724","Toronto Stock Exchange","TSX","CA","false","false","true",
"CP.TO","Canadian Pacific Railway Limited","104425651800","Industrials","Railroads","0.771","111.96","0.76","663661","Toronto Stock Exchange","TSX","CA","false","false","true",
"SONY","Sony Group Corporation","103996246852","Technology","Consumer Electronics","0.829","86.03","0.57","1278853","New York Stock Exchange","NYSE","JP","false","false","true",
"RIRGX","American Funds Capital Income Builder","103836458850","Financial Services","Asset Management - Income","0.94","69.78","2.472","0","NASDAQ","NASDAQ","null","false","true","true",
"CIRAX","American Funds Capital Income Builder Class 529-A","103821616838","Financial Services","Asset Management - Income","0.94","69.76","2.233","0","NASDAQ","NASDAQ","null","false","true","true",
"CIBFX","Capital  Income Builder Cl F-1 Shs","103821501381","Financial Services","Asset Management - Income","0.94","69.79","2.213","0","NASDAQ","NASDAQ","null","false","true","true",
"PANW","Palo Alto Networks, Inc.","103658094000","Technology","Software - Infrastructure","1.145","320.13","0","2368572","NASDAQ Global Select","NASDAQ","US","false","false","true",
"KKR","KKR & Co. Inc.","103568687420","Financial Services","Asset Management","1.622","116.71","0.7","4107696","New York Stock Exchange","NYSE","US","false","false","true",
"CAIBX","American Funds Capital Income Builder Class A","103553728457","Financial Services","Asset Management - Income","0.94","69.79","2.255","0","NASDAQ","NASDAQ","null","false","true","true",
"KLAC","KLA Corporation","102704738400","Technology","Semiconductors","1.264","762.81","5.8","1824909","NASDAQ Global Select","NASDAQ","US","false","false","true",
"ADP","Automatic Data Processing, Inc.","102150847780","Industrials","Staffing & Employment Services","0.791","249.58","5.6","1468632","NASDAQ Global Select","NASDAQ","US","false","false","true",
"AIR.PA","Airbus SE","101997615524","Industrials","Aerospace & Defense","1.577","128.96","1.8","1769178","Paris","EURONEXT","NL","false","false","true",
"TD","The Toronto-Dominion Bank","101845877000","Financial Services","Banks - Diversified","0.806","57.89","3","1240853","New York Stock Exchange","NYSE","CA","false","false","true",
"CNQ.TO","Canadian Natural Resources Limited","101612196000","Energy","Oil & Gas Exploration & Production","1.966","47.6","2","5793426","Toronto Stock Exchange","TSX","CA","false","false","true",
"TRI.TO","Thomson Reuters Corporation","101117177640","Industrials","Specialty Business Services","0.423","224.44","2.97","246809","Toronto Stock Exchange","TSX","CA","false","false","true",
"MDT","Medtronic plc","100606904200","Healthcare","Medical - Devices","0.831","78.46","2.8","5478258","New York Stock Exchange","NYSE","IE","false","false","true",
"IBN","ICICI Bank Limited","99589256500","Financial Services","Banks - Regional","0.862","28.3","0.19","6883503","New York Stock Exchange","NYSE","IN","false","false","true",
"DTEL.BR","Deutsche Telekom AG","99454003200","Communication Services","Telecommunications Services","0.535285","20","0.7","3420","Brussels","EURONEXT","DE","false","false","false",
"RY-PT","Royal Bank of Canada","98818866872","Financial Services","Banks - Diversified","0.779847","25.008","1.69","102","New York Stock Exchange","NYSE","CA","false","false","false",
"CNR.TO","Canadian National Railway Company","98718190000","Industrials","Railroads","0.673","156.82","3.38","1459779","Toronto Stock Exchange","TSX","CA","false","false","true",
"ANET","Arista Networks, Inc.","98433585560","Technology","Computer Hardware","1.108","314.12","0","4418203","New York Stock Exchange","NYSE","US","false","false","true",
"AMT","American Tower Corporation","98027392000","Real Estate","REIT - Specialty","0.808","209.92","6.48","1926478","New York Stock Exchange","NYSE","US","false","false","true",
"VTTHX","Vanguard Target Retirement 2035 Fund","97972310887","Financial Services","Asset Management","1.09","23.71","0.548","0","NASDAQ","NASDAQ","null","false","true","true",
"CI","Cigna Corporation","96911845100","Healthcare","Medical - Healthcare Plans","0.525","341.15","5.6","774938","New York Stock Exchange","NYSE","US","false","false","true",
"BP","BP p.l.c.","96905913320","Energy","Oil & Gas Integrated","0.528","35.18","1.74","5265548","New York Stock Exchange","NYSE","GB","false","false","true",
"UBS","UBS Group AG","96737947483","Financial Services","Banks - Diversified","1.046","30.17","0.35","1254104","New York Stock Exchange","NYSE","CH","false","false","true",
"GILD","Gilead Sciences, Inc.","95319983500","Healthcare","Drug Manufacturers - General","0.2","76.51","3.08","11703862","NASDAQ Global Select","NASDAQ","US","false","false","true",
"AI.PA","L'Air Liquide S.A.","95037780555","Basic Materials","Chemicals - Specialty","0.626","164.82","2.91","549129","Paris","EURONEXT","FR","false","false","true",
"FSKAX","Fidelity Total Market Index Fund","94645698093","Financial Services","Asset Management","1.01","148.83","1.9000000000000001","0","NASDAQ","NASDAQ","US","false","true","true",
"JLGRX","JPMorgan Large Cap Growth Fund","94097416171","Financial Services","Asset Management","1.07","73.36","0.141","0","NASDAQ","NASDAQ","null","false","true","true",
"JLGMX","JPMorgan Large Cap Growth Fund Class R6","94097416160","Financial Services","Asset Management","1.07","74.33","0.197","0","NASDAQ","NASDAQ","US","false","true","true",
"VTHRX","Vanguard Target Retirement 2030 Fund","93801289807","Financial Services","Asset Management","1.02","37.75","0.92","0","NASDAQ","NASDAQ","null","false","true","true",
"VDADX","Vanguard Dividend Appreciation Index Fund Admiral Shs","93654834459","Financial Services","Asset Management","0.85","50.49","0.45299999999999996","0","NASDAQ","NASDAQ","null","false","true","true",
"VTABX","Vanguard Total International Bond Index Fd Admiral Shs","92912990694","Financial Services","Asset Management - Bonds","0.73","19.65","0.8805000000000002","0","NASDAQ","NASDAQ","null","false","true","true",
"SEEGX","JPMorgan Large Cap Growth Fund I Class","92889186942","Financial Services","Asset Management","1.07","70.73","0.074","0","NASDAQ","NASDAQ","US","false","true","true",
"VTIFX","Vanguard Total International Bond Index Fund Institutional Shares","92629286911","Financial Services","Asset Management - Bonds","0.74","29.49","1.3399999999999999","0","NASDAQ","NASDAQ","null","false","true","true",
"HCA","HCA Healthcare, Inc.","92400640060","Healthcare","Medical - Care Facilities","1.688","352.79","2.64","2116486","New York Stock Exchange","NYSE","US","false","false","true",
"CSU.TO","Constellation Software Inc.","92237275240","Technology","Software - Application","0.795","4352.56","5.45","26935","Toronto Stock Exchange","TSX","CA","false","false","true",
"BMY","Bristol-Myers Squibb Company","91766817000","Healthcare","Drug Manufacturers - General","0.439","45.27","2.4","18592939","New York Stock Exchange","NYSE","US","false","false","true",
"DGE.PA","Diageo plc","91576000480","Consumer Defensive","Beverages - Wineries & Distilleries","0.355125","40","0.8122","1055","Paris","EURONEXT","GB","false","false","false",
"INFY","Infosys Limited","91386180278","Technology","Information Technology Services","0.588","22.01","0.55","11399897","New York Stock Exchange","NYSE","IN","false","false","true",
"DODGX","Dodge & Cox Funds - Dodge & Cox Stock Fund","91381717902","Financial Services","Asset Management","0.85","261.7","1.6400000000000001","0","NASDAQ","NASDAQ","US","false","true","true",
"FI","Fiserv, Inc.","91281763020","Technology","Information Technology Services","0.923","156.01","0","5352448","New York Stock Exchange","NYSE","US","false","false","true",
"PBR","Petróleo Brasileiro S.A. - Petrobras","90978231392","Energy","Oil & Gas Integrated","0.988","14.46","2.07","13423318","New York Stock Exchange","NYSE","BR","false","false","true",
"PBR-A","Petróleo Brasileiro S.A. - Petrobras","90978231390","Energy","Oil & Gas Integrated","0.988","13.29","2.07","2972208","New York Stock Exchange","NYSE","BR","false","false","true",
"ABNB","Airbnb, Inc.","90185449673","Consumer Cyclical","Travel Services","1.19","140.03","0","5608271","NASDAQ Global Select","NASDAQ","US","false","false","true",
"TBCIX","T. Rowe Price Blue Chip Growth Fund I Class","89565607363","Financial Services","Asset Management","1.16","178.62","0","0","NASDAQ","NASDAQ","US","false","true","true",
"SO","The Southern Company","89289493800","Utilities","Regulated Electric","0.501","81.66","2.88","4028429","New York Stock Exchange","NYSE","US","false","false","true",
"MDLZ","Mondelez International, Inc.","89052890400","Consumer Defensive","Food Confectioners","0.537","66.39","1.7","6389735","NASDAQ Global Select","NASDAQ","US","false","false","true",
"TRBCX","T. Rowe Price Blue Chip Growth Fund","89024060450","Financial Services","Asset Management","1.16","177.54","0","0","NASDAQ","NASDAQ","US","false","true","true",
"SMFG","Sumitomo Mitsui Financial Group, Inc.","88237987539","Financial Services","Banks - Diversified","0.65","13.64","0.35","1122199","New York Stock Exchange","NYSE","JP","false","false","true",
"EL.PA","EssilorLuxottica Société anonyme","87845903056","Healthcare","Medical - Instruments & Supplies","0.889","192.85","3.95","486432","Paris","EURONEXT","FR","false","false","true",
"BMO.TO","Bank of Montreal","87234641000","Financial Services","Banks - Diversified","1.177","120.25","6.2","8381485","Toronto Stock Exchange","TSX","CA","false","false","true",
"VFORX","Vanguard Target Retirement 2040 Fund","87048990298","Financial Services","Asset Management","1.15","42.4","0.936","0","NASDAQ","NASDAQ","null","false","true","true",
"VITAX","Vanguard Information Technology Index Fund Admiral Shs","86810954455","Financial Services","Asset Management","1.27","284.29","0.859","0","NASDAQ","NASDAQ","null","false","true","true",
"SHW","The Sherwin-Williams Company","86458906920","Basic Materials","Chemicals - Specialty","1.159","342.74","2.86","2536010","New York Stock Exchange","NYSE","US","false","false","true",
"PABGX","T. Rowe Price Blue Chip Growth Fund Advisor Class","86180948892","Financial Services","Asset Management","1.16","171.87","0","0","NASDAQ","NASDAQ","US","false","true","true",
"RELX","RELX PLC","85615497666","Communication Services","Publishing","0.482","46","0.74","1010423","New York Stock Exchange","NYSE","GB","false","false","true",
"MO","Altria Group, Inc.","85537974000","Consumer Defensive","Tobacco","0.69","49.8","3.92","10327550","New York Stock Exchange","NYSE","US","false","false","true",
"ICE","Intercontinental Exchange, Inc.","85481372550","Financial Services","Financial - Data & Stock Exchanges","1.071","149.03","1.8","3164638","New York Stock Exchange","NYSE","US","false","false","true",
"VTIVX","Vanguard Target Retirement 2045 Fund","85117829092","Financial Services","Asset Management","1.22","28.95","0.608","0","NASDAQ","NASDAQ","null","false","true","true",
"CFAAX","American Funds Bond Fund of Amer 529A","84512842432","","","0.99","11.26","0.376","0","Nasdaq","NASDAQ","null","false","true","true",
"BFAFX","The Bond Fund of America, Class F-1 Shares","84512842432","Financial Services","Asset Management - Bonds","0.99","11.26","0.375","0","NASDAQ","NASDAQ","null","false","true","true",
"RAFFX","American Funds AMCAP R5","83326357380","Financial Services","Asset Management","1.06","42.71","0.208","0","Nasdaq","NASDAQ","null","false","true","true",
"SBUX","Starbucks Corporation","83049564000","Consumer Cyclical","Restaurants","0.935","73.32","2.28","18022778","NASDAQ Global Select","NASDAQ","US","false","false","true",
"DUK","Duke Energy Corporation","83011473640","Utilities","Regulated Electric","0.44","107.56","4.18","3042830","New York Stock Exchange","NYSE","US","false","false","true",
"SNPS","Synopsys, Inc.","82540523520","Technology","Software - Infrastructure","1.069","538.72","0","1269184","NASDAQ Global Select","NASDAQ","US","false","false","true",
"SAF.PA","Safran SA","82498751213","Industrials","Aerospace & Defense","1.325","199.5","2.2","423330","Paris","EURONEXT","FR","false","false","true",
"ZTS","Zoetis Inc.","82479884200","Healthcare","Drug Manufacturers - Specialty & Generic","0.861","180.76","1.73","2450314","New York Stock Exchange","NYSE","US","false","false","true",
"MELI","MercadoLibre, Inc.","82390879610","Consumer Cyclical","Specialty Retail","1.597","1625.15","0","268799","NASDAQ Global Select","NASDAQ","UY","false","false","true",
"SCCO","Southern Copper Corporation","81505921380","Basic Materials","Copper","1.203","104.34","2.4","1487581","New York Stock Exchange","NYSE","US","false","false","true",
"VEXAX","Vanguard Extended Market Index Fd Admiral Shs","81172471739","","","1.09","133.51","0.959027","0","NASDAQ","NASDAQ","null","false","true","true",
"VIEIX","Vanguard Extended Market Index Fund Institutional Shares","81166393328","Financial Services","Asset Management","1.09","133.5","0.9657330000000001","0","NASDAQ","NASDAQ","US","false","true","true",
"AMCPX","American Funds AMCAP A","81160765878","Financial Services","Asset Management","1.06","41.6","0.123","0","Nasdaq","NASDAQ","null","false","true","true",
"RRBGX","T. Rowe Price Blue Chip Growth Fund Class R","80820645518","Financial Services","Asset Management","1.16","161.18","0","0","NASDAQ","NASDAQ","US","false","true","true",
"FKINX","Franklin Income Fund Class A1","80647774207","Financial Services","Asset Management - Income","0.78","2.37","0.12099999999999997","0","NASDAQ","NASDAQ","US","false","true","true",
"FNCFX","Franklin Income Fund Class R6","80307493411","Financial Services","Asset Management - Income","0.79","2.36","0.10999999999999997","0","NASDAQ","NASDAQ","US","false","true","true",
"WM","Waste Management, Inc.","80184513360","Industrials","Waste Management","0.743","199.92","3","2916229","New York Stock Exchange","NYSE","US","false","false","true",
"AMPFX","American Funds AMCAP Fund","80165765570","Financial Services","Asset Management","1.05","41.09","0.108","0","NASDAQ","NASDAQ","null","false","true","true",
"FRIAX","Franklin Income Fund","79967205918","","","0.79","2.35","0.10999999999999997","0","Nasdaq","NASDAQ","null","false","true","true",
"MCO","Moody's Corporation","79834546000","Financial Services","Financial - Data & Stock Exchanges","1.28","437.21","3.4","1020392","New York Stock Exchange","NYSE","US","false","false","true",
"GD","General Dynamics Corporation","79834436720","Industrials","Aerospace & Defense","0.599","290.98","5.68","1389673","New York Stock Exchange","NYSE","US","false","false","true",
"GSK","GSK plc","79666464900","Healthcare","Drug Manufacturers - General","0.296","39.07","1.49","2463246","New York Stock Exchange","NYSE","GB","false","false","true",
"REN.AS","RELX PLC","79399068053","Communication Services","Publishing","0.482","42.66","0.69","913334","Amsterdam","EURONEXT","GB","false","false","true",
"CL","Colgate-Palmolive Company","79164352090","Consumer Defensive","Household & Personal Products","0.387","96.49","2","4426417","New York Stock Exchange","NYSE","US","false","false","true",
"PRUFX","T. Rowe Price Growth Stock Fund I Class","79106153733","Financial Services","Asset Management","1.14","100.17","0","0","NASDAQ","NASDAQ","US","false","true","true",
"DODIX","Dodge & Cox Income Fund - Class I","78831804413","Financial Services","Asset Management - Income","0.98","12.52","0.391","0","NASDAQ","NASDAQ","US","false","true","true",
"ATD.TO","Alimentation Couche-Tard Inc.","78830514400","Consumer Cyclical","Specialty Retail","0.882","82.4","0.7","593389","Toronto Stock Exchange","TSX","CA","false","false","true",
"DELL","Dell Technologies Inc.","78815400529","Technology","Computer Hardware","0.978","111.43","1.78","16380376","New York Stock Exchange","NYSE","US","false","false","true",
"PRGFX","T. Rowe Price Growth Stock Fund","78806056914","Financial Services","Asset Management","1.14","99.79","0","0","NASDAQ","NASDAQ","US","false","true","true",
"VPMCX","Vanguard PrimeCap Fund","78043470136","Financial Services","Asset Management","0.94","168.56","1.659","0","NASDAQ","NASDAQ","US","false","true","true",
"VPMAX","Vanguard PRIMECAP Fund Admiral Shares","78041753625","Financial Services","Asset Management","0.94","174.65","1.83","0","NASDAQ","NASDAQ","US","false","true","true",
"PRX.AS","Prosus N.V.","77781589605","Communication Services","Internet Content & Information","0.647","31.765","0.1","2891579","Amsterdam","EURONEXT","NL","false","false","true",
"ENB","Enbridge Inc.","77524223664","Energy","Oil & Gas Midstream","0.9","36.33","2.68","2829672","New York Stock Exchange","NYSE","CA","false","false","true",
"BNS.TO","The Bank of Nova Scotia","77413727200","Financial Services","Banks - Diversified","0.971","62.96","4.24","8578316","Toronto Stock Exchange","TSX","CA","false","false","true",
"MCK","McKesson Corporation","77272734030","Healthcare","Medical - Distribution","0.45","595.73","2.48","583079","New York Stock Exchange","NYSE","US","false","false","true",
"VEMAX","Vanguard Emerging Markets Stock Index Fund Admiral Shares","77203013611","Financial Services","Asset Management","0.87","36.2","1.008","0","NASDAQ","NASDAQ","US","false","true","true",
"BTI","British American Tobacco p.l.c.","76844918469","Consumer Defensive","Tobacco","0.252","34.73","2.97","7830775","New York Stock Exchange","NYSE","GB","false","false","true",
"CTAS","Cintas Corporation","76588330920","Industrials","Specialty Business Services","1.305","754.84","6.24","320149","NASDAQ Global Select","NASDAQ","US","false","false","true",
"SHOP","Shopify Inc.","76586593615","Technology","Software - Application","2.293","59.44","0","6574680","New York Stock Exchange","NYSE","CA","false","false","true",
"VTTVX","Vanguard Target Retirement 2025 Fund","76516442096","Financial Services","Asset Management","0.93","19.41","0.505","0","NASDAQ","NASDAQ","null","false","true","true",
"BN","Brookfield Corporation","76102833600","Financial Services","Asset Management","1.707","46.32","0.32","1829987","New York Stock Exchange","NYSE","CA","false","false","true",
"TRSAX","T. Rowe Price Growth Stock Fund Advisor Class","75813019296","Financial Services","Asset Management","1.14","96","0","0","NASDAQ","NASDAQ","US","false","true","true",
"CP","Canadian Pacific Railway Limited","75502469750","Industrials","Railroads","0.771","80.95","0.55","1294045","New York Stock Exchange","NYSE","CA","false","false","true",
"SAN","Banco Santander, S.A.","74614738046","Financial Services","Banks - Diversified","1.351","4.91","0.21","2325419","New York Stock Exchange","NYSE","ES","false","false","true",
"ATVI","Activision Blizzard, Inc.","74289468671","Technology","Electronic Gaming & Multimedia","0.37","94.42","0.99","7127746","NASDAQ Global Select","NASDAQ","US","false","false","false",
"APH","Amphenol Corporation","74186729600","Technology","Hardware, Equipment & Parts","1.256","61.76","0.88","12610070","New York Stock Exchange","NYSE","US","false","false","true",
"CVS","CVS Health Corporation","73627450500","Healthcare","Medical - Healthcare Plans","0.513","58.65","2.66","8054377","New York Stock Exchange","NYSE","US","false","false","true",
"CNQ","Canadian Natural Resources Limited","73519412400","Energy","Oil & Gas Exploration & Production","1.966","34.44","1.47","6354644","New York Stock Exchange","NYSE","CA","false","false","true",
"TRI","Thomson Reuters Corporation","73139202540","Industrials","Specialty Business Services","0.423","162.34","2.16","589422","New York Stock Exchange","NYSE","CA","false","false","true",
"RACE","Ferrari N.V.","73112535718","Consumer Cyclical","Auto - Manufacturers","0.987","405.92","2.62","265085","New York Stock Exchange","NYSE","IT","false","false","true",
"EQIX","Equinix, Inc.","73011904067","Real Estate","REIT - Specialty","0.676","769.31","17.04","537156","NASDAQ Global Select","NASDAQ","US","false","false","true",
"EOG","EOG Resources, Inc.","73011285440","Energy","Oil & Gas Exploration & Production","1.31","127.04","3.64","2250298","New York Stock Exchange","NYSE","US","false","false","true",
"FDX","FedEx Corporation","72946134180","Industrials","Integrated Freight & Logistics","1.194","298.59","5.52","1254992","New York Stock Exchange","NYSE","US","false","false","true",
"BNP.PA","BNP Paribas SA","72946079498","Financial Services","Banks - Regional","1.615","64.56","4.6","2229646","Paris","EURONEXT","FR","false","false","true",
"TT","Trane Technologies plc","72935141440","Industrials","Construction","1.209","322.22","3.36","2411766","New York Stock Exchange","NYSE","IE","false","false","true",
"NGT.TO","Newmont Corporation","72901510800","Basic Materials","Gold","0.488","63.22","1.37","233139","Toronto Stock Exchange","TSX","US","false","false","true",
"VWIUX","Vanguard Intermediate-Term Tax-Exempt Fd Admiral Shs","72794308603","","","0.83","13.62","0.36732515999999993","0","NASDAQ","NASDAQ","null","false","true","true",
"VWITX","Vanguard Intermediate Term Tax-Exempt Fund","72794308603","Financial Services","Asset Management","0.83","13.62","0.32300000000000006","0","NASDAQ","NASDAQ","null","false","true","true",
"ITW","Illinois Tool Works Inc.","72758872000","Industrials","Industrial - Machinery","1.114","243.83","5.6","965589","New York Stock Exchange","NYSE","US","false","false","true",
"DEO","Diageo plc","72537850875","Consumer Defensive","Beverages - Wineries & Distilleries","0.347","130.69","4.01","999567","New York Stock Exchange","NYSE","GB","false","false","true",
"SCWFX","American Funds SMALLCAP World Cl F-1 Shs","72411059581","Financial Services","Asset Management","1.12","66.5","0.391","0","NASDAQ","NASDAQ","null","false","true","true",
"CSPAX","American Funds SMALLCAP World 529A","72411059581","","","1.12","66.5","0.405","0","Nasdaq","NASDAQ","null","false","true","true",
"SMCWX","American Funds SMALLCAP World Fund Class A","72409615008","Financial Services","Asset Management","1.12","67.62","0.421","0","NASDAQ","NASDAQ","US","false","true","true",
"RSLAX","American Funds SMALLCAP World Fund Class R-1","72323948542","Financial Services","Asset Management","1.12","56.89","0.2","0","NASDAQ","NASDAQ","null","false","true","true",
"RLLGX","American Funds SMALLCAP World Fund","72323948520","Financial Services","Asset Management","1.12","70.37","0.665","0","NASDAQ","NASDAQ","null","false","true","true",
"CS.PA","AXA SA","71815093691","Financial Services","Insurance - Diversified","1.255","32.24","1.98","2792420","Paris","EURONEXT","FR","false","false","true",
"CME","CME Group Inc.","71789161560","Financial Services","Financial - Data & Stock Exchanges","0.527","199.38","8.65","2064370","NASDAQ Global Select","NASDAQ","US","false","false","true",
"RRGSX","T. Rowe Price Growth Stock Fund R Class","71722279035","Financial Services","Asset Management","1.13","90.82","0","0","NASDAQ","NASDAQ","US","false","true","true",
"PNC","The PNC Financial Services Group, Inc.","71640000000","Financial Services","Banks - Regional","1.144","180","6.4","1843095","New York Stock Exchange","NYSE","US","false","false","true",
"VFIFX","Vanguard Target Retirement 2050 Fund","71609381745","Financial Services","Asset Management","1.25","48.47","0.984","0","NASDAQ","NASDAQ","null","false","true","true",
"CNI","Canadian National Railway Company","71397890000","Industrials","Railroads","0.673","113.42","2.46","1906786","New York Stock Exchange","NYSE","CA","false","false","true",
"DODFX","Dodge & Cox International Stock Fund","71283607097","Financial Services","Asset Management","1","51.72","1.125","0","NASDAQ","NASDAQ","US","false","true","true",
"EQNR","Equinor ASA","71067277929","Energy","Oil & Gas Integrated","0.293","25.99","1.3","3160757","New York Stock Exchange","NYSE","NO","false","false","true",
"CDNS","Cadence Design Systems, Inc.","70388654740","Technology","Software - Application","1.033","258.38","0","3476523","NASDAQ Global Select","NASDAQ","US","false","false","true",
"USB","U.S. Bancorp","70361141400","Financial Services","Banks - Regional","1.061","45.09","1.96","7417958","New York Stock Exchange","NYSE","US","false","false","true",
"PH","Parker-Hannifin Corporation","70071555330","Industrials","Industrial - Machinery","1.437","545.13","6.52","809081","New York Stock Exchange","NYSE","US","false","false","true",
"CMG","Chipotle Mexican Grill, Inc.","69793647000","Consumer Cyclical","Restaurants","1.243","50.82","0","37977911","New York Stock Exchange","NYSE","US","false","false","true",
"NOC","Northrop Grumman Corporation","69639654300","Industrials","Aerospace & Defense","0.321","470.57","8.24","1728070","New York Stock Exchange","NYSE","US","false","false","true",
